"","Sample","Date.x","Filter_type","Filter_size","Filter_box_nr","Filter_blank","Volume","Date.y","Day","Treatment","Element","Concentration","Detection_limit"
"122","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","Cl",-0.157265178013853,0.112624825349127
"123","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","K",0.00725079995754528,0.00176292774106786
"124","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","Ca",0.171547892131085,0.00916776513766207
"125","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","Mn",0.00346909014782035,0
"126","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","Fe",0.0377074320037774,0.00155154702595937
"127","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","Cu",0.000489581510348807,NA
"128","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","As",0.00132336995676866,NA
"129","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","C",3.97424053259406,1.22193802149026
"130","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","N",0.406183834574107,0.312338639119395
"131","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","O",0.102340287131058,0.0322146560280234
"132","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","Na",-0.0438306656228819,0.0362539069926691
"133","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","Mg",0.00822639423871649,0.00465264605182871
"134","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","Al",-5.18700214925252,NA
