Sample	Date	C (%)	N (%)	O (%)	Na (PPM)	Mg (PPM)	Al (PPM)	Si (PPM)	P	S	Cl (PPM)	K (PPM)	Ca (PPM)	Mn (PPM)	Fe (PPM)	Cu (PPM)	As (PPM)	C (Int)	N (Int)	O (Int)	Na (Int)	Mg (Int)	Al (Int)	Si (Int)	P (Int)	S (Int)	Cl (Int)	K (Int)	Ca (Int)	Mn (Int)	Fe (Int)	Cu (Int)	As (Int)	
2AENp7_202	10.01.2020 15:44:16	42327903,13	13,21	1,48	22	182	8	5	0,25 %	670 PPM	38	2	6	6	6	0	0	55,4591	0,4734	3,2653	0,6347	2,6033	34,7202	8,2550	0,7350	1,9696	1,5754	0,5188	0,9633	0,2182	3,3162	0,8576	1,0813	
2AENp7_203	10.01.2020 15:56:37	41595362,50	13,55	1,53	51	204	7	6	0,29 %	933 PPM	56	2	6	6	7	0	0	54,5683	0,4855	3,3607	1,4905	2,9105	30,4075	8,9864	0,8781	2,7438	2,3223	0,6040	1,0147	0,2283	3,4855	0,9545	1,1785	
2AENp7_204	10.01.2020 16:08:56	41249312,50	13,62	1,50	59	207	7	6	0,30 %	816 PPM	62	2	6	6	7	0	0	54,1476	0,4880	3,3129	1,7226	2,9540	32,3992	8,9678	0,8873	2,3997	2,5653	0,6412	0,9949	0,2168	3,4982	0,9276	1,1111	
2AENp7_214	13.01.2020 11:59:12	43235475,00	12,76	1,39	34	124	8	4	0,15 %	360 PPM	98	2	14	6	4	0	0	56,5626	0,4570	3,0652	1,0020	1,7699	35,5673	6,4446	0,4496	1,0592	4,0747	0,6414	2,3494	0,2132	2,0387	0,8517	1,0732	
2AENp7_215	13.01.2020 12:11:32	44712015,63	13,10	1,39	12	105	8	4	0,15 %	333 PPM	16	2	6	6	4	0	0	58,3581	0,4692	3,0543	0,3456	1,5011	33,2509	5,8832	0,4439	0,9802	0,6480	0,5457	1,0464	0,2030	1,8277	0,9008	1,1091	
2AENp7_216	13.01.2020 12:23:50	44783368,75	12,65	1,36	10	93	8	3	0,12 %	285 PPM	18	1	6	6	3	0	0	58,4448	0,4533	3,0015	0,2960	1,3304	34,6599	5,1204	0,3680	0,8392	0,7399	0,4563	1,0010	0,2007	1,6598	0,9028	1,0861	
2AENp7_217	13.01.2020 12:36:09	44234856,25	12,82	1,39	17	97	8	3	0,17 %	435 PPM	17	1	3	6	3	0	0	57,7778	0,4594	3,0544	0,4887	1,3908	32,8908	4,4155	0,5191	1,2784	0,7126	0,4657	0,4499	0,2120	1,5049	0,8969	1,1039	
2AENp7_218	13.01.2020 12:48:26	44244375,00	12,74	1,37	21	92	8	2	0,16 %	393 PPM	25	1	2	5	2	0	0	57,7894	0,4565	3,0095	0,6019	1,3147	35,9591	4,0188	0,4854	1,1562	1,0304	0,4317	0,4198	0,1991	1,2513	0,9953	1,1282	
2AENp7_219	13.01.2020 13:00:45	44543712,50	12,81	1,36	25	91	8	2	0,16 %	411 PPM	28	1	3	6	2	0	0	58,1534	0,4590	3,0014	0,7246	1,3007	33,4103	3,8697	0,4887	1,2089	1,1734	0,4394	0,4511	0,2007	1,2174	0,9264	1,1179	
2AENp7_220	13.01.2020 13:13:03	45126762,50	12,79	1,37	12	72	8	2	0,12 %	271 PPM	22	1	2	5	2	0	0	58,8624	0,4581	3,0097	0,3620	1,0267	33,3863	3,6558	0,3459	0,7958	0,8974	0,3233	0,3809	0,1991	1,0352	1,0193	1,1334	
2AENp7_221	13.01.2020 13:25:24	44968859,38	12,65	1,38	10	77	8	2	0,12 %	297 PPM	14	1	2	6	2	0	0	58,6704	0,4532	3,0314	0,2975	1,1063	32,8223	3,9508	0,3730	0,8733	0,5970	0,3232	0,2673	0,2026	1,0575	0,9036	1,1415	
2AENp7_222	13.01.2020 13:37:43	44891887,50	12,99	1,38	9	80	8	3	0,12 %	280 PPM	14	1	2	5	2	0	0	58,5768	0,4652	3,0319	0,2767	1,1376	32,8670	4,0785	0,3672	0,8249	0,5653	0,3408	0,2893	0,1942	1,1270	0,9121	1,0909	
2AENp7_226	13.01.2020 14:27:51	43992259,38	12,21	1,35	122	118	7	3	0,11 %	475 PPM	154	1	3	6	1	0	0	57,4829	0,4373	2,9750	3,5601	1,6844	31,8743	5,4797	0,3386	1,3980	6,3925	0,3990	0,4411	0,2195	0,7129	0,9096	1,1442	
2AENp7_227	13.01.2020 14:40:08	45177143,75	12,29	1,35	25	63	7	3	0,10 %	306 PPM	54	1	4	6	1	0	0	58,9236	0,4401	2,9771	0,7230	0,9002	31,6523	4,9754	0,3009	0,8990	2,2611	0,2679	0,6442	0,2151	0,6537	0,9327	1,1042	
2AENp7_228	13.01.2020 14:52:27	43317584,38	12,15	1,35	157	167	8	3	0,11 %	604 PPM	231	1	4	6	2	0	0	56,6625	0,4352	2,9637	4,5966	2,3845	34,0777	5,4944	0,3381	1,7775	9,5904	0,4537	0,6743	0,2114	0,7831	0,8201	1,0830	
2AENp7_229	13.01.2020 15:04:50	41319615,63	12,88	1,42	253	198	7	3	0,24 %	0,11 %	204	1	5	6	1	0	0	54,2331	0,4616	3,1253	7,3893	2,8308	30,9360	5,1238	0,7039	3,1120	8,5032	0,4420	0,8813	0,2041	0,5881	0,9005	1,1395	
2AENp7_230	13.01.2020 15:17:12	39626609,38	12,22	1,41	446	310	7	3	0,23 %	0,13 %	384	2	6	6	1	0	0	52,1744	0,4377	3,1078	13,0487	4,4322	30,6468	5,1566	0,6990	3,8864	15,9766	0,6054	1,0891	0,2029	0,5851	0,9206	1,1513	
2AENp7_231	13.01.2020 15:29:33	41315603,13	12,92	1,43	238	199	8	3	0,23 %	0,10 %	172	1	3	5	1	0	0	54,2282	0,4629	3,1464	6,9585	2,8387	33,9930	5,0560	0,6895	3,0387	7,1466	0,3868	0,5532	0,1893	0,5538	0,8766	1,0973	
2AENp7mq_211	13.01.2020 11:22:23	46910850,00	12,00	1,26	5	25	7	0	358 PPM	107 PPM	15	0	1	5	1	0	0	61,0317	0,4298	2,7730	0,1490	0,3561	31,0086	0,5063	0,1069	0,3142	0,6332	0,1355	0,1980	0,1984	0,5789	0,8880	1,0785	
2AENp7mq_212	13.01.2020 11:34:38	47039450,00	12,00	1,25	5	21	8	0	333 PPM	95 PPM	15	0	1	5	1	0	0	61,1881	0,4300	2,7592	0,1363	0,2989	32,8203	0,2989	0,0994	0,2789	0,6156	0,1368	0,1660	0,1910	0,5242	0,8650	1,1096	
2AENp7mq_213	13.01.2020 11:46:56	46681103,13	12,02	1,26	4	24	7	0	333 PPM	88 PPM	15	0	1	5	1	0	0	60,7524	0,4305	2,7706	0,1224	0,3494	31,3592	0,4472	0,0996	0,2598	0,6444	0,1372	0,1622	0,1979	0,5825	0,8921	1,1096	
